id,name,leaf,type,typeName,initial,hot,sort,code,englishName,unit,description,imgUrl,server_categoryList,server_children,server_code,server_description,server_englishName,server_hot,server_id,server_imgUrl,server_initial,server_leaf,server_name,server_parentId,server_sort,server_type,server_typeName,server_unit
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,43.0,,A,False,Auchindoun US - Alliance,10.0,2038593555605360693,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,44.0,,A,False,Auchindoun US - Horde,10.0,2038593555605360694,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,45.0,,A,False,Azgalor US - Alliance,10.0,2038593555605360695,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,46.0,,A,False,Azgalor US - Horde,10.0,2038593555605360696,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,47.0,,A,False,Azjol-Nerub US - Alliance,10.0,2038593555605360697,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,48.0,,A,False,Azjol-Nerub US - Horde,10.0,2038593555605360698,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,23993.0,,A,False,Azralon US - Alliance,10.0,2038593555605360699,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,23994.0,,A,False,Azralon US - Horde,10.0,2038593555605360700,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,49.0,,A,False,Azshara US - Alliance,10.0,2038593555605360701,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,50.0,,A,False,Azshara US - Horde,10.0,2038593555605360702,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,51.0,,A,False,Azuremyst US - Alliance,10.0,2038593555605360703,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,52.0,,A,False,Azuremyst US - Horde,10.0,2038593555605360704,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,53.0,,B,False,Baelgun US - Alliance,10.0,2038593555605360705,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,54.0,,B,False,Baelgun US - Horde,10.0,2038593555605360706,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,55.0,,B,False,Balnazzar US - Alliance,10.0,2038593555605360707,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,56.0,,B,False,Balnazzar US - Horde,10.0,2038593555605360708,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,57.0,,B,False,Barthilas US - Alliance,10.0,2038593555605360709,server,服务器,
10,魔兽世界(美服),False,game,游戏,M,True,2038593493634519040,WOWUS,World of Warcraft US,G,fsdfdsfsd,https://raw.githubusercontent.com/jianghao199595/bijiaqi_img/master/魔兽世界美服.png,,,,,,False,58.0,,B,False,Barthilas US - Horde,10.0,2038593555605360710,server,服务器,
